id,age,job,marital,education,credit_default,housing,loan
20918,36,admin,single,university_degree,no,yes,no
20919,34,technician,single,university_degree,no,yes,no
20920,35,technician,married,professional_course,no,no,no
20921,42,technician,single,university_degree,no,yes,no
20922,51,blue-collar,married,basic_4y,unknown,yes,yes
20923,54,blue-collar,married,university_degree,unknown,yes,no
20924,34,technician,single,university_degree,no,yes,no
20925,32,admin,single,university_degree,no,no,no
20926,32,admin,single,university_degree,no,yes,no
20927,58,technician,divorced,university_degree,unknown,yes,no
20928,42,technician,single,university_degree,no,yes,no
20929,34,technician,married,high_school,no,yes,no
20930,57,retired,married,basic_4y,no,yes,no
20931,34,technician,married,university_degree,unknown,yes,no
20932,31,technician,married,university_degree,no,yes,no
20933,41,technician,single,university_degree,no,yes,no
20934,29,admin,single,high_school,no,no,no
20935,31,admin,single,university_degree,unknown,no,no
20936,29,admin,single,high_school,no,no,no
20937,54,self-employed,married,university_degree,unknown,yes,no
20938,52,services,married,basic_9y,unknown,yes,yes
20939,31,technician,married,university_degree,no,yes,no
20940,31,technician,married,university_degree,no,yes,no
20941,32,admin,single,university_degree,no,yes,no
20942,39,admin,single,university_degree,no,no,no
20943,48,blue-collar,married,basic_4y,unknown,yes,no
20944,29,admin,single,university_degree,unknown,no,no
20945,40,admin,married,university_degree,no,yes,no
20946,41,technician,married,university_degree,unknown,yes,no
20947,49,blue-collar,married,basic_4y,unknown,no,no
20948,29,admin,single,university_degree,unknown,yes,no
20949,31,admin,married,university_degree,no,yes,no
20950,31,admin,married,university_degree,no,yes,no
20951,47,admin,married,university_degree,no,no,no
20952,31,admin,single,university_degree,no,no,no
20953,31,admin,married,university_degree,no,yes,no
20954,49,admin,single,high_school,no,no,no
20955,36,technician,divorced,professional_course,no,yes,no
20956,34,management,married,university_degree,no,yes,no
20957,30,admin,married,university_degree,no,no,no
20958,32,admin,single,university_degree,no,no,no
20959,35,entrepreneur,married,university_degree,no,yes,no
20960,31,technician,married,university_degree,no,no,no
20961,31,admin,single,university_degree,no,yes,no
20962,50,technician,single,university_degree,no,yes,no
20963,50,technician,single,university_degree,no,yes,no
20964,36,management,married,university_degree,no,no,no
20965,41,admin,divorced,university_degree,unknown,no,no
20966,36,self-employed,married,basic_9y,unknown,no,no
20967,34,admin,single,university_degree,no,yes,no
20968,30,admin,single,university_degree,unknown,no,no
20969,47,admin,married,high_school,no,no,no
20970,44,blue-collar,married,basic_6y,unknown,no,no
20971,49,admin,married,university_degree,no,yes,no
20972,29,technician,single,professional_course,no,yes,no
20973,46,admin,married,university_degree,no,no,no
20974,45,blue-collar,married,basic_6y,unknown,yes,no
20975,45,admin,single,university_degree,no,no,no
20976,31,technician,married,professional_course,no,yes,no
20977,41,technician,married,university_degree,no,yes,no
20978,45,services,married,high_school,unknown,yes,yes
20979,31,technician,married,university_degree,no,yes,no
20980,39,admin,divorced,university_degree,no,no,no
20981,32,technician,single,university_degree,no,yes,no
20982,40,admin,married,university_degree,unknown,yes,no
20983,34,technician,married,high_school,no,yes,no
20984,30,admin,divorced,university_degree,no,yes,no
20985,59,retired,married,basic_4y,no,yes,yes
20986,39,admin,divorced,university_degree,no,yes,yes
20987,46,technician,married,high_school,unknown,no,no
20988,32,technician,single,university_degree,no,yes,no
20989,30,technician,married,professional_course,unknown,yes,no
20990,33,technician,married,professional_course,no,no,yes
20991,44,blue-collar,married,basic_6y,unknown,no,no
20992,34,technician,married,high_school,no,yes,no
20993,58,technician,married,high_school,no,yes,yes
20994,34,technician,single,university_degree,no,no,no
20995,54,services,married,high_school,no,yes,no
20996,47,admin,married,high_school,no,yes,yes
20997,30,admin,married,high_school,unknown,no,yes
20998,31,housemaid,married,basic_6y,no,no,no
20999,56,blue-collar,married,basic_4y,no,yes,no
21000,58,technician,married,high_school,no,yes,no
21001,30,technician,married,professional_course,no,no,no
21002,36,self-employed,married,basic_9y,unknown,no,no
21003,31,housemaid,married,university_degree,no,yes,yes
21004,31,housemaid,married,basic_6y,no,yes,yes
21005,49,technician,married,professional_course,no,yes,yes
21006,57,technician,single,university_degree,unknown,yes,yes
21007,53,blue-collar,married,basic_6y,unknown,unknown,unknown
21008,39,management,married,university_degree,no,yes,no
21009,59,technician,single,university_degree,unknown,yes,no
21010,53,admin,married,high_school,unknown,no,no
21011,30,admin,married,high_school,unknown,yes,yes
21012,33,technician,married,professional_course,no,no,yes
21013,33,technician,married,professional_course,no,yes,yes
21014,47,admin,married,university_degree,no,yes,no
21015,32,technician,single,university_degree,no,yes,no
21016,34,technician,married,university_degree,no,no,no
21017,35,management,married,high_school,no,yes,no
21018,58,admin,married,university_degree,no,yes,no
21019,47,admin,married,university_degree,no,no,no
21020,49,blue-collar,married,basic_4y,no,yes,no
21021,50,technician,single,university_degree,no,yes,no
21022,31,technician,single,professional_course,no,no,no
21023,49,blue-collar,married,basic_4y,no,yes,no
21024,55,technician,divorced,professional_course,no,no,yes
21025,44,technician,divorced,professional_course,unknown,yes,no
21026,48,technician,married,professional_course,unknown,no,no
21027,32,admin,single,university_degree,no,yes,no
21028,32,admin,single,university_degree,no,yes,yes
21029,31,admin,single,university_degree,no,yes,yes
21030,30,technician,single,professional_course,no,yes,yes
21031,45,blue-collar,married,basic_6y,no,yes,yes
21032,49,technician,divorced,professional_course,unknown,no,no
21033,42,self-employed,married,basic_4y,unknown,yes,no
21034,31,technician,married,university_degree,no,yes,no
21035,47,admin,married,university_degree,no,unknown,unknown
21036,35,technician,single,professional_course,no,yes,yes
21037,35,technician,single,professional_course,no,yes,yes
21038,41,management,married,university_degree,no,yes,no
21039,35,technician,single,professional_course,no,yes,no
21040,35,technician,married,professional_course,no,yes,yes
21041,47,technician,married,university_degree,no,yes,no
21042,31,technician,married,professional_course,unknown,unknown,unknown
21043,35,self-employed,married,university_degree,no,yes,no
21044,46,admin,married,university_degree,no,yes,yes
21045,51,blue-collar,married,basic_9y,unknown,no,no
21046,31,technician,single,high_school,no,yes,no
21047,51,blue-collar,married,basic_9y,unknown,yes,yes
21048,33,admin,single,university_degree,no,no,no
21049,47,blue-collar,married,basic_9y,unknown,yes,yes
21050,50,self-employed,married,basic_9y,no,yes,no
21051,34,technician,single,university_degree,no,yes,yes
21052,34,technician,single,university_degree,no,yes,no
21053,33,technician,married,professional_course,no,no,no
21054,59,retired,married,university_degree,unknown,no,no
21055,31,technician,married,professional_course,unknown,yes,yes
21056,46,services,married,high_school,unknown,yes,no
21057,41,admin,divorced,university_degree,unknown,no,no
21058,31,technician,married,professional_course,unknown,yes,yes
21059,34,admin,married,university_degree,no,yes,no
21060,34,admin,married,university_degree,no,yes,no
21061,31,admin,single,high_school,no,yes,yes
21062,35,admin,single,university_degree,no,no,yes
21063,53,technician,married,professional_course,no,yes,no
21064,30,technician,single,professional_course,no,yes,no
21065,29,technician,single,university_degree,no,yes,no
21066,47,blue-collar,married,,unknown,no,no
21067,54,self-employed,married,high_school,no,yes,yes
21068,54,technician,married,professional_course,no,no,no
21069,31,technician,married,high_school,no,no,no
21070,47,blue-collar,married,,unknown,yes,no
21071,29,technician,single,university_degree,no,yes,no
21072,47,blue-collar,married,,unknown,no,yes
21073,43,housemaid,divorced,professional_course,no,no,yes
21074,54,self-employed,married,high_school,no,no,no
21075,29,technician,married,university_degree,no,yes,no
21076,51,management,married,university_degree,no,yes,no
21077,54,technician,married,professional_course,no,yes,yes
21078,51,management,married,university_degree,no,yes,no
21079,33,housemaid,married,professional_course,no,yes,no
21080,54,self-employed,married,high_school,no,yes,no
21081,37,technician,single,professional_course,no,yes,no
21082,29,technician,single,university_degree,no,yes,no
21083,38,admin,married,university_degree,unknown,yes,no
21084,54,blue-collar,married,basic_4y,no,yes,no
21085,32,admin,single,university_degree,no,no,no
21086,36,technician,married,professional_course,no,yes,no
21087,53,entrepreneur,married,university_degree,unknown,no,yes
21088,54,blue-collar,married,basic_4y,no,no,no
21089,32,unknown,married,basic_9y,no,no,no
21090,54,self-employed,married,high_school,no,yes,no
21091,36,technician,married,professional_course,no,yes,no
21092,54,blue-collar,married,basic_4y,no,yes,no
21093,48,blue-collar,married,professional_course,unknown,yes,no
21094,32,technician,single,university_degree,no,yes,no
21095,35,technician,married,university_degree,no,unknown,unknown
21096,58,admin,single,university_degree,no,no,no
21097,32,admin,single,university_degree,no,yes,no
21098,38,admin,divorced,university_degree,no,yes,no
21099,38,technician,divorced,university_degree,unknown,no,no
21100,30,admin,married,university_degree,no,yes,no
21101,33,unemployed,divorced,professional_course,no,no,no
21102,35,admin,single,university_degree,no,yes,no
21103,50,technician,married,university_degree,no,unknown,unknown
21104,35,admin,divorced,university_degree,no,yes,no
21105,45,services,married,basic_6y,no,yes,no
21106,31,management,married,university_degree,no,yes,no
21107,33,technician,single,professional_course,no,yes,no
21108,33,entrepreneur,married,university_degree,no,yes,no
21109,34,admin,single,university_degree,no,no,no
21110,32,technician,married,professional_course,no,yes,no
21111,33,admin,married,university_degree,no,unknown,unknown
21112,30,technician,single,high_school,no,no,no
21113,35,technician,married,professional_course,no,no,no
21114,41,technician,married,professional_course,no,yes,no
21115,54,admin,divorced,university_degree,no,no,no
21116,38,admin,divorced,university_degree,no,no,no
21117,46,services,married,,unknown,no,no
21118,53,blue-collar,married,basic_9y,no,yes,no
21119,29,technician,single,high_school,no,yes,no
21120,33,unemployed,divorced,professional_course,no,no,no
21121,41,technician,married,professional_course,no,no,no
21122,30,technician,single,university_degree,unknown,no,no
21123,32,admin,married,university_degree,no,no,no
21124,56,retired,married,basic_6y,no,no,no
21125,30,admin,married,university_degree,unknown,yes,no
21126,39,admin,single,university_degree,no,yes,no
21127,32,admin,married,university_degree,no,yes,yes
21128,30,housemaid,married,professional_course,no,yes,no
21129,40,technician,married,professional_course,no,no,no
21130,59,admin,married,university_degree,unknown,yes,no
21131,49,admin,married,basic_9y,no,yes,no
21132,36,self-employed,married,basic_6y,unknown,no,no
21133,35,technician,married,professional_course,no,yes,yes
21134,48,services,married,high_school,no,no,no
21135,41,technician,married,professional_course,no,no,no
21136,31,admin,married,university_degree,no,no,no
21137,29,technician,single,high_school,no,no,no
21138,47,admin,single,university_degree,no,no,no
21139,52,housemaid,married,basic_4y,unknown,yes,yes
21140,30,admin,married,university_degree,unknown,no,no
21141,31,technician,single,university_degree,no,no,no
21142,45,services,married,basic_6y,no,yes,yes
21143,37,technician,married,professional_course,no,yes,no
21144,32,technician,married,high_school,unknown,yes,no
21145,30,admin,married,university_degree,unknown,yes,yes
21146,32,technician,single,university_degree,no,no,no
21147,48,blue-collar,married,,no,no,no
21148,46,services,married,,unknown,unknown,unknown
21149,32,admin,married,university_degree,no,yes,yes
21150,50,admin,married,university_degree,no,no,no
21151,30,admin,married,university_degree,no,no,no
21152,46,services,married,,unknown,yes,no
21153,47,blue-collar,married,basic_4y,unknown,no,no
21154,33,technician,single,professional_course,no,no,no
